0,46,29
1,11,39
2,21,39
3,34,38
4,4,21
5,4,22
6,11,36
7,0,12
8,23,12
9,2,18
10,35,26
11,7,47
12,4,19
13,29,41
14,5,19
15,49,48
16,7,11
17,21,43
18,4,31
19,41,29
20,33,36
21,21,15
22,37,26
23,28,17
24,50,22
25,12,35
26,20,11
27,31,26
28,23,33
29,34,0
30,20,22
31,15,21
32,18,8
33,10,50
34,15,44
35,11,45
36,30,6
37,13,22
38,36,5
39,32,31
40,28,39
41,44,46
42,41,17
43,47,43
44,10,35
45,17,3
46,38,36
47,20,50
48,18,38
49,46,48
50,16,17
51,4,19
52,47,36
53,16,31
54,6,34
55,2,26
56,27,11
57,32,15
58,23,15
59,50,15
60,43,22
61,25,6
62,33,7
63,28,21
64,20,21
65,4,17
66,48,7
67,12,36
68,46,4
69,50,32
70,49,49
71,43,12
72,41,8
73,0,9
74,44,27
75,42,1
76,9,43
77,15,6
78,29,42
79,42,31
80,35,26
81,34,29
82,50,34
83,14,28
84,13,5
85,37,33
86,30,31
87,31,29
88,2,15
89,9,6
90,2,45
91,18,37
92,27,44
93,16,14
94,41,1
95,42,46
96,43,4
97,25,40
98,15,27
99,39,38
100,34,12
101,14,33
102,20,41
103,44,0
104,49,45
105,40,49
106,27,30
107,14,35
108,42,13
109,43,49
110,28,1
111,31,12
112,11,9
113,33,36
114,39,28
115,24,7
116,6,26
117,0,7
118,39,45
119,4,16
120,11,50
121,45,5
122,16,44
123,23,6
124,32,18
125,19,38
126,12,9
127,15,1
128,21,38
129,25,11
130,33,25
131,33,11
132,46,3
133,15,32
134,2,1
135,46,17
136,33,42
137,15,38
138,29,25
139,9,15
140,23,8
141,30,22
142,42,2
143,35,3
144,27,8
145,34,15
146,37,44
147,22,8
148,33,21
149,2,17
150,41,49
151,39,32
152,16,27
153,35,21
154,22,21
155,45,38
156,46,11
157,18,7
158,10,19
159,35,36
160,0,14
161,9,32
162,4,1
163,18,16
164,11,19
165,47,34
166,23,34
167,46,24
168,28,26
169,33,5
170,32,5
171,44,32
172,7,16
173,36,43
174,39,32
175,21,4
176,4,28
177,25,31
178,0,28
179,27,38
180,33,36
181,0,39
182,18,25
183,0,32
184,42,41
185,39,27
186,21,22
187,47,37
188,24,46
189,27,47
190,28,27
191,47,0
192,31,45
193,13,9
194,16,2
195,39,4
196,11,48
197,20,1
198,46,6
199,2,19
200,43,24
201,0,14
202,4,27
203,50,47
204,1,21
205,4,35
206,25,6
207,31,21
208,9,49
209,10,36
210,41,6
211,19,22
212,17,28
213,8,30
214,8,37
215,12,40
216,36,3
217,41,7
218,38,32
219,3,47
220,32,25
221,39,34
222,34,0
223,23,49
224,20,18
225,26,26
226,11,44
227,19,13
228,21,47
229,9,18
230,22,4
231,3,35
232,8,28
233,33,47
234,35,29
235,33,7
236,2,28
237,8,45
238,38,48
239,46,32
240,23,26
241,25,28
242,37,36
243,31,8
244,39,24
245,27,3
246,21,17
247,47,19
248,15,20
249,23,32
250,43,47
251,9,5
252,16,29
253,44,24
254,50,21
255,48,38
256,40,19
257,39,12
258,44,41
259,50,14
260,22,1
261,11,25
262,6,0
263,36,48
264,0,18
265,42,48
266,12,16
267,11,32
268,8,30
269,47,27
270,39,43
271,48,19
272,46,23
273,24,29
274,12,33
275,15,2
276,23,11
277,12,41
278,3,15
279,50,3
280,22,47
281,23,18
282,36,34
283,4,42
284,37,38
285,50,5
286,32,47
287,32,38
288,0,47
289,1,8
290,49,34
291,20,40
292,5,35
293,36,12
294,32,28
295,45,50
296,8,3
297,32,16
298,10,5
299,10,5
