300
0,187,53
0,68,28
0,172,9
0,120,33
0,65,89
0,104,65
0,129,96
0,124,39
0,117,46
0,39,89
0,209,41
0,14,21
0,220,45
0,165,46
0,13,30
0,151,82
0,154,63
0,56,88
0,208,12
0,59,83
0,26,79
0,227,37
0,114,51
0,192,23
0,287,62
0,274,1
0,11,44
0,218,42
0,77,85
0,130,17
0,3,45
0,216,59
0,296,76
0,197,73
0,236,61
0,98,32
0,196,59
0,22,57
0,92,37
0,99,39
0,177,66
0,271,39
0,123,12
0,251,63
0,106,39
0,191,90
0,212,27
0,139,78
0,193,11
0,228,26
0,198,24
0,259,81
0,170,49
0,113,56
0,157,82
0,61,38
0,244,3
0,144,95
0,261,30
0,246,94
0,286,86
0,81,99
0,238,87
0,210,15
0,298,55
0,297,86
0,41,96
0,85,37
0,213,47
0,60,36
0,291,6
0,128,97
0,66,88
0,75,29
0,266,29
0,18,35
0,103,81
1,132,19
1,124,24
1,99,53
1,167,96
1,206,60
1,260,36
1,38,40
1,183,92
1,122,47
1,116,49
1,286,36
1,209,66
1,264,94
1,131,70
1,28,47
1,217,30
1,35,46
1,103,45
1,139,21
1,297,34
1,30,79
1,146,46
1,148,72
1,140,50
1,66,84
1,169,68
1,125,58
1,115,20
1,156,73
1,57,60
1,12,60
1,178,41
1,94,28
1,235,25
1,210,15
1,173,28
1,263,36
1,182,38
1,278,15
1,20,12
1,42,53
1,77,26
1,61,88
1,119,90
1,104,31
1,10,8
1,79,28
1,150,80
1,216,19
1,60,65
1,85,53
1,157,38
1,250,50
1,67,50
1,215,11
1,181,51
1,158,67
1,95,11
1,271,49
1,100,84
1,273,34
1,92,56
1,80,86
1,203,62
1,228,11
1,180,63
1,76,72
1,252,45
1,184,40
1,59,62
1,195,67
1,16,59
2,243,81
2,205,79
2,215,61
2,288,11
2,97,79
2,283,64
2,165,75
2,153,13
2,293,30
2,228,19
2,271,13
2,260,10
2,270,83
2,172,58
2,236,4
2,105,6
2,226,95
2,147,45
2,196,40
2,162,81
2,140,14
2,194,35
2,210,72
2,248,82
2,44,5
2,119,34
2,268,39
2,18,82
2,257,49
2,191,33
2,183,53
2,193,51
2,217,41
2,79,26
2,281,82
2,82,12
2,258,39
2,90,29
2,173,86
2,287,99
2,78,18
2,277,63
2,62,25
2,100,87
2,263,2
2,115,96
2,139,32
2,80,73
2,230,10
2,94,57
2,238,68
2,111,6
2,245,76
2,142,88
2,13,96
2,56,92
2,131,15
2,63,11
2,233,89
2,178,28
2,186,31
2,167,41
2,132,75
2,168,42
2,200,22
2,154,50
2,27,9
2,15,68
2,170,82
2,107,46
2,136,49
2,30,78
2,129,57
2,118,48
2,37,95
2,254,7
2,57,22
3,156,81
3,170,4
3,273,21
3,116,16
3,13,30
3,89,71
3,129,46
3,207,92
3,271,33
3,75,35
3,125,31
3,214,23
3,47,60
3,239,91
3,155,93
3,40,50
3,90,75
3,178,40
3,69,76
3,108,50
3,51,80
3,247,60
3,234,65
3,94,25
3,259,22
3,67,91
3,241,23
3,283,93
3,261,61
3,245,71
3,288,14
3,222,62
3,80,51
3,43,85
3,82,45
3,192,38
3,220,30
3,183,37
3,176,7
3,213,25
3,96,18
3,101,89
3,258,68
3,46,71
3,17,8
3,165,20
3,86,44
3,143,97
3,293,81
3,110,83
3,8,32
3,180,65
3,164,38
3,140,99
3,161,24
3,56,44
3,281,5
3,254,64
3,191,22
3,285,18
3,169,32
3,73,26
3,173,37
3,145,49
