100
0,1,53
0,2,48
0,4,96
0,5,25
0,7,4
0,8,11
0,12,86
0,14,17
0,15,74
0,16,23
0,17,23
0,19,25
0,20,32
0,23,84
0,25,66
0,26,60
0,28,71
0,29,60
0,31,90
0,32,81
0,34,10
0,35,10
0,37,32
0,38,50
0,39,32
0,40,76
0,43,1
0,46,90
0,50,43
0,53,71
0,54,52
0,55,8
0,56,37
0,57,9
0,59,75
0,61,68
0,62,27
0,68,59
0,71,53
0,75,10
0,78,39
0,79,22
0,80,3
0,84,94
0,85,88
0,86,80
0,89,74
0,91,17
0,95,96
0,97,88
1,2,90
1,6,82
1,8,6
1,10,77
1,12,28
1,13,78
1,14,24
1,15,36
1,16,50
1,20,8
1,22,53
1,23,26
1,24,44
1,25,73
1,26,39
1,28,6
1,29,53
1,32,50
1,33,26
1,34,70
1,35,10
1,36,84
1,37,67
1,38,6
1,41,65
1,42,17
1,43,34
1,44,23
1,45,15
1,51,63
1,55,7
1,57,88
1,60,18
1,62,49
1,65,82
1,71,61
1,72,17
1,75,32
1,76,71
1,77,47
1,78,90
1,79,89
1,82,23
1,83,27
1,85,75
1,88,64
1,89,32
1,90,48
1,94,5
1,95,81
1,97,77
1,98,91
2,7,17
2,10,72
2,11,38
2,12,75
2,13,48
2,15,79
2,18,40
2,19,98
2,21,73
2,22,58
2,24,75
2,25,78
2,26,10
2,27,35
2,28,26
2,30,14
2,31,13
2,34,80
2,36,63
2,37,61
2,38,16
2,39,89
2,40,82
2,41,70
2,44,38
2,47,84
2,48,99
2,52,38
2,54,96
2,55,81
2,56,77
2,58,87
2,59,10
2,63,34
2,69,14
2,76,38
2,79,5
2,81,59
2,85,42
2,88,37
2,91,8
2,92,19
2,94,1
2,95,27
2,96,55
2,98,94
3,0,75
3,8,74
3,10,70
3,11,52
3,12,65
3,13,95
3,16,85
3,17,37
3,18,71
3,19,69
3,20,49
3,22,98
3,23,86
3,24,54
3,25,79
3,27,41
3,29,58
3,30,63
3,33,95
3,35,13
3,36,16
3,38,59
3,40,5
3,42,75
3,43,9
3,45,97
3,47,49
3,48,90
3,49,99
3,50,83
3,52,31
3,54,99
3,55,20
3,61,24
3,62,66
3,66,18
3,72,71
3,73,45
3,74,42
3,75,24
3,77,62
3,79,26
3,81,25
3,86,12
3,87,70
3,89,81
3,90,50
3,91,99
3,92,22
3,96,34
4,1,66
4,3,25
4,6,89
4,9,53
4,10,32
4,12,4
4,13,32
4,14,12
4,15,66
4,20,57
4,21,64
4,23,64
4,25,34
4,26,60
4,28,95
4,29,12
4,31,65
4,32,85
4,35,8
4,37,11
4,38,9
4,39,51
4,40,68
4,41,46
4,44,41
4,47,45
4,48,79
4,50,70
4,51,25
4,52,65
4,55,77
4,56,36
4,60,52
4,61,20
4,62,66
4,65,52
4,67,99
4,70,88
4,71,60
4,72,13
4,73,4
4,79,5
4,80,36
4,81,15
4,82,27
4,83,14
4,88,2
4,90,30
4,94,66
4,96,76
4,97,76
4,98,20
4,99,88
5,1,11
5,3,9
5,7,26
5,8,27
5,10,62
5,13,60
5,16,92
5,21,54
5,23,30
5,24,69
5,27,17
5,28,13
5,29,38
5,31,80
5,32,41
5,33,63
5,38,19
5,46,32
5,48,42
5,50,9
5,51,70
5,52,90
5,54,49
5,55,59
5,56,40
5,58,2
5,61,54
5,62,86
5,63,25
5,64,38
5,67,92
5,69,10
5,70,73
5,71,88
5,73,87
5,75,14
5,76,73
5,78,9
5,79,36
5,80,44
5,87,36
5,88,49
5,89,59
5,91,43
5,92,51
5,93,57
