0,40,26
1,12,27
2,22,31
3,42,6
4,21,9
5,22,8
6,17,7
7,36,16
8,29,34
9,30,44
10,46,4
11,32,25
12,7,8
13,26,12
14,29,3
15,35,17
16,40,40
17,26,8
18,49,27
19,36,31
20,14,49
21,15,13
22,18,31
23,31,26
24,1,7
25,26,46
26,26,20
27,18,2
28,25,17
29,21,4
30,5,26
31,21,15
32,9,8
33,44,41
34,27,30
35,21,30
36,50,29
37,44,11
38,31,39
39,26,26
40,20,6
41,23,14
42,32,18
43,25,44
44,40,1
45,24,31
46,31,48
47,31,1
48,47,47
49,4,50
50,21,13
51,5,1
52,24,5
53,32,35
54,6,2
55,22,48
56,18,43
57,3,19
58,25,25
59,29,37
60,10,11
61,50,37
62,10,17
63,25,49
64,7,19
65,8,25
66,24,38
67,14,4
68,30,21
69,36,5
70,5,4
71,47,44
72,13,45
73,16,21
74,48,15
75,3,28
76,43,47
77,6,6
78,40,11
79,18,23
80,7,46
81,38,45
82,5,41
83,21,48
84,33,44
85,36,16
86,19,36
87,23,36
88,21,1
89,6,5
90,21,30
91,26,34
92,4,1
93,27,35
94,9,44
95,40,42
96,24,42
97,10,27
98,14,17
99,33,23
100,48,3
101,43,44
102,21,2
103,33,8
104,26,12
105,34,49
106,1,4
107,35,8
108,43,43
109,10,15
110,1,18
111,36,39
112,14,25
113,8,2
114,35,2
115,19,23
116,12,29
117,41,8
118,37,6
119,46,26
120,3,40
121,11,1
122,26,15
123,27,22
124,40,48
125,30,13
126,11,27
127,13,46
128,20,17
129,1,24
130,28,40
131,35,23
132,5,47
133,7,19
134,44,21
135,25,44
136,36,44
137,28,28
138,29,38
139,22,28
140,12,15
141,21,28
142,12,49
143,30,20
144,17,15
145,9,46
146,24,23
147,20,25
148,42,11
149,4,3
150,11,18
151,47,31
152,1,34
153,3,40
154,13,3
155,21,43
156,49,38
157,5,25
158,9,46
159,13,23
160,13,2
161,50,8
162,45,10
163,7,44
164,12,3
165,49,11
166,9,23
167,33,2
168,44,4
169,15,38
170,38,30
171,46,29
172,39,24
173,16,18
174,32,7
175,30,50
176,10,45
177,4,28
178,25,30
179,9,13
180,48,1
181,49,48
182,33,28
183,28,28
184,1,49
185,49,34
186,7,41
187,23,16
188,12,29
189,11,32
190,37,45
191,33,46
192,12,48
193,39,20
194,30,38
195,30,27
196,41,19
197,10,14
198,23,48
199,15,39
200,10,15
201,44,37
202,17,31
203,33,31
204,43,45
205,6,38
206,42,9
207,44,16
208,3,13
209,31,27
210,6,49
211,37,9
212,20,37
213,25,36
214,14,7
215,35,16
216,27,24
217,2,42
218,43,15
219,37,13
220,23,3
221,39,14
222,43,8
223,32,5
224,29,43
225,46,43
226,34,21
227,28,21
228,44,26
229,23,1
230,3,19
231,37,28
232,27,30
233,4,4
234,40,24
235,26,35
236,20,50
237,15,40
238,2,26
239,28,1
240,35,37
241,31,8
242,10,46
243,23,28
244,42,28
245,4,48
246,22,25
247,14,21
248,44,48
249,43,46
250,16,3
251,32,48
252,22,5
253,43,8
254,49,26
255,14,16
256,7,26
257,12,7
258,35,4
259,7,28
260,5,50
261,22,22
262,42,2
263,20,24
264,43,33
265,3,15
266,21,41
267,8,6
268,26,11
269,30,41
270,16,21
271,16,37
272,36,32
273,25,7
274,4,2
275,14,12
276,11,21
277,38,42
278,10,26
279,19,21
280,2,33
281,23,28
282,13,17
283,40,1
284,9,12
285,49,6
286,8,17
287,42,50
288,48,22
289,15,40
290,22,30
291,32,40
292,11,18
293,28,39
294,14,2
295,43,33
296,27,22
297,7,7
298,20,1
299,43,31
300,47,39
301,40,20
302,9,20
303,48,36
304,23,42
305,22,18
306,16,3
307,38,19
308,20,30
309,42,45
310,13,24
311,2,24
312,49,4
313,8,35
314,7,40
315,10,36
316,5,29
317,40,32
318,30,48
319,36,31
320,7,7
321,10,38
322,13,34
323,35,29
324,7,40
325,22,41
326,50,40
327,47,23
328,45,36
329,18,46
330,20,20
331,42,43
332,44,31
333,8,19
334,12,15
335,50,18
336,5,48
337,24,20
338,41,25
339,9,16
340,28,45
341,5,19
342,40,18
343,35,15
344,4,2
345,13,41
346,15,9
347,11,7
348,38,28
349,48,31
350,17,38
351,23,5
352,11,47
353,41,39
354,50,50
355,29,20
356,33,44
357,45,23
358,32,2
359,27,12
360,26,15
361,32,28
362,33,36
363,1,6
364,32,11
365,39,10
366,3,9
367,9,34
368,27,42
369,20,31
370,10,13
371,4,3
372,41,44
373,24,2
374,23,31
375,26,2
376,16,35
377,50,29
378,41,44
379,4,39
380,29,17
381,31,17
382,34,36
383,46,50
384,1,35
385,10,38
386,45,1
387,42,40
388,28,10
389,50,35
390,25,22
391,38,28
392,2,32
393,33,20
394,34,27
395,33,10
396,42,23
397,50,32
398,7,20
399,26,35
400,8,41
