100
0,3,55
0,11,51
0,17,72
0,19,9
0,28,96
0,33,66
0,34,65
0,36,86
0,37,19
0,39,91
0,41,71
0,48,24
0,50,65
0,62,88
0,63,36
0,69,44
0,80,21
0,82,76
0,84,53
0,85,75
0,86,62
0,87,50
0,88,70
0,90,54
0,91,39
1,4,75
1,6,1
1,8,95
1,9,67
1,18,7
1,23,97
1,31,94
1,36,94
1,41,29
1,42,42
1,43,26
1,47,83
1,66,96
1,67,24
1,68,90
1,69,89
1,70,97
1,73,23
1,74,5
1,78,31
1,82,41
1,85,52
1,89,20
1,93,23
2,8,90
2,15,83
2,17,39
2,25,68
2,39,37
2,40,61
2,44,75
2,49,17
2,51,94
2,55,66
2,69,36
2,70,39
2,74,52
2,76,32
2,77,83
2,79,98
2,82,88
2,83,63
2,85,59
2,87,66
2,92,14
2,93,1
2,94,15
3,1,28
3,4,76
3,6,43
3,11,84
3,19,94
3,22,18
3,31,10
3,36,89
3,38,72
3,43,20
3,49,13
3,50,10
3,54,53
3,55,43
3,61,43
3,71,74
3,72,75
3,75,84
3,77,25
3,86,66
3,94,47
3,97,96
4,6,87
4,7,31
4,14,4
4,16,39
4,17,57
4,19,5
4,24,14
4,31,92
4,32,35
4,41,57
4,43,3
4,44,94
4,50,75
4,52,63
4,56,81
4,62,38
4,80,67
4,85,89
4,88,88
4,89,55
4,92,56
4,96,59
4,99,98
5,2,62
5,3,76
5,6,62
5,9,92
5,13,77
5,14,21
5,20,54
5,22,47
5,26,11
5,28,6
5,34,89
5,36,49
5,39,68
5,41,9
5,49,8
5,58,59
5,59,29
5,60,95
5,67,13
5,70,40
5,74,13
5,79,66
5,87,74
5,91,71
5,93,80
5,96,56
5,97,20
5,99,32
6,2,76
6,10,50
6,18,12
6,19,13
6,23,98
6,28,22
6,35,17
6,40,95
6,41,10
6,42,11
6,47,64
6,58,28
6,60,16
6,62,6
6,73,75
6,80,9
6,83,1
6,93,44
6,94,5
6,98,25
7,5,57
7,8,95
7,10,84
7,19,27
7,25,42
7,26,6
7,28,69
7,30,95
7,33,89
7,34,4
7,45,6
7,46,43
7,48,71
7,52,29
7,53,52
7,55,80
7,61,52
7,62,4
7,67,89
7,72,30
7,74,58
7,75,43
7,77,22
7,80,64
7,82,64
7,93,52
7,97,32
8,0,56
8,4,44
8,5,95
8,10,47
8,15,24
8,17,60
8,24,8
8,38,5
8,49,56
8,50,67
8,60,61
8,68,4
8,70,75
8,71,61
8,73,38
8,74,33
8,75,32
8,77,1
8,78,89
8,82,81
8,92,95
8,97,23
9,4,3
9,6,77
